,Location,location,feature_class,latitude,longitude,Closest Ocean Basin,Distance to Nearest Ocean
111,Turag River,exact,H,23.71763,90.35934,15.0,28.12476061263026
112,Kodaikanal Lakes,Kodaikānāl,P,10.23925,77.48932,15.0,29.01760010788787
113,Imaruim,exact,A,-28.19624,-48.82316,7.0,46.27054217087762
114,Marina beach,exact,T,13.05139,80.28389,15.0,55.09384620603325
115,Jutuba Island,exact,T,78.94415,12.28869,21.0,49.600461976865795
116,Helsinki,exact,P,60.16952,24.93545,24.0,43.87108923971176
117,Yan River,exact,H,7.5,-8.73333,5.0,25.723147899306984
118,Portofino MPA,Portofino,P,44.30349,9.20942,22.0,31.786178504576014
119,Wrangel Island,exact,T,71.24436,-179.38477,21.0,28.718978489760136
120,Windward Islands,exact,T,13.0,-61.0,2.0,77.58704894343137
121,Trang Province,Trang,P,7.55633,99.61141,17.0,13.78646982872069
122,Al-Hubail,exact,P,13.01111,44.95444,26.0,73.31026099155665
123,İstanbul Strait,Istanbul,P,41.01384,28.94966,23.0,65.84182801375965
124,North East Atlantic,Grande Região Norte,L,-4.0,-60.0,5.0,78.51852969413663
125,Biscayne National Park,exact,L,25.49049,-80.21025,3.0,29.100516369242655
126,Greenland Sea Gyre,Greenland,A,72.0,-40.0,21.0,58.12325506965888
127,Lower Mekong Basin,Bulbogan,P,12.89931,121.45722,9.0,44.64308701748592
128,Le’an River Section,River,P,13.14224,-59.43953,2.0,40.31559148904175
129,Wisconsin,exact,A,44.50024,-90.00041,3.0,39.62226442860818
130,DWH,exact,S,30.06189,-95.55272,3.0,48.97793386954399
131,Jember Regency,exact,A,-8.23333,113.66667,11.0,34.86339186900712
132,Koh Taen,exact,T,9.37258,99.94545,17.0,50.874296538065096
133,Federal Capital Territory,exact,A,8.83333,7.16667,5.0,52.118828981615806
134,Colorado River,exact,H,28.59472,-95.98302,3.0,48.34081016732247
135,Lake Tollense,Lake County,A,-44.83333,168.5,13.0,37.06460489843053
136,Norfolk,exact,P,36.84681,-76.28522,3.0,43.058737516362086
137,Chongqing City,Chongqing,P,29.56026,106.55771,9.0,8.72199297014301
138,West India Coastal Current,West,L,51.52604,-131.16073,8.0,23.65557562248955
139,Gulf Oman coast,Gulf Province,A,-7.7246,145.08545,11.0,52.06974232846808
140,Bendera,exact,P,46.83156,29.47769,23.0,36.90707460568661
141,Barrackpore,exact,P,22.76602,88.36336,15.0,32.73593303797485
142,Strait Messina,Straid,P,54.75507,-5.92295,3.0,39.31445645125418
143,South Equatorial Current,South,L,33.45876,-90.15081,3.0,32.7089856377989
144,Iskenderun Bay,exact,H,36.57982,35.83,22.0,30.788792203564476
145,Galapagos Islands,exact,T,0.0,-90.5,10.0,166.7923899668381
146,Tuticorin,exact,P,8.76735,78.13425,17.0,50.00487310408964
147,Northern Malabar,Northern,L,-20.04022,145.93238,13.0,68.17525853743878
148,Port Comfort,exact,P,28.67972,-96.56025,3.0,20.83178786339348
149,World,exact,L,0.0,0.0,4.0,235.8665859053423
150,Southwestern Atlantic,South Western,A,51.0,-3.16667,3.0,60.24350096392992
151,Oder,exact,H,51.67802,10.10384,3.0,33.77697893880749
152,Phillip Island,exact,L,-38.48564,145.5229,19.0,2.553762622122338
153,Haizhou Bay,exact,H,34.92417,119.31861,9.0,49.99480328438408
154,SJ,exact,A,-31.0,-69.0,7.0,73.14528919326526
155,Villerest,exact,P,45.99539,4.03463,22.0,65.86523219535765
156,United States West Coast,United,P,40.2184,-79.48782,17.0,24.30705273989953
157,Northern China,exact,H,64.53176,40.49389,3.0,3.5436284124410027
158,Palma,exact,P,39.56939,2.65024,22.0,15.017923491591125
159,North Africa,exact,L,46.07323,-100.54688,3.0,47.591187544885734
160,Karan,exact,P,15.77792,38.45107,26.0,31.344286224154764
161,Tyuleniy (= Robben) Island,Tyuleniy,P,44.4725,47.48278,3.0,3.349114596965564
162,Weinheim,exact,P,49.54887,8.66697,3.0,13.220230282802614
163,"Makassar City, South Sulawesi Province",Makassar,P,-5.14861,119.43194,11.0,39.792747146016126
164,Northern Arctic Ocean,Northern,L,-20.04022,145.93238,13.0,68.17525853743878
165,Aceh Province,Aceh,A,4.0,97.0,17.0,78.51852969413663
166,Majuro,exact,P,7.08971,171.38027,10.0,47.49494052564129
167,Port-Reitz,exact,H,-4.05406,39.60222,17.0,50.86523670104801
168,Waal,exact,P,51.9385,4.90085,3.0,56.034905024819174
169,Perkin Elmer,Pekin,P,43.16839,-78.88504,3.0,48.264244500019416
170,Tañon Strait,exact,H,10.4212,123.529,9.0,9.318318832249204
171,Martil beach,exact,P,40.76677,-72.85205,3.0,41.98170653516719
172,Seine River,exact,H,49.9003,-97.11004,3.0,52.60991750806913
173,Neuston,exact,S,-26.57671,30.7838,19.0,29.49252211387578
174,Hong Lake,exact,H,52.95387,-88.9611,3.0,59.25501135236293
175,Sea Hebrides,Cea,P,42.46278,-5.01152,3.0,40.271411284552556
176,Kuwait,exact,A,29.5,47.75,25.0,24.19477978720815
177,S. grandis Reserve,Shrirangapatna,S,12.4247,76.67803,15.0,21.065139122066817
178,Iwate Prefecture,exact,A,39.6,141.35,9.0,17.001304403907564
179,Olympic Coast,Olympia,P,47.03787,-122.9007,9.0,59.62068292739651
180,South Funen Archipelago,South,L,33.45876,-90.15081,3.0,32.7089856377989
181,Constance,exact,A,41.21303,-8.16978,3.0,42.16465590982972
182,Peltier Lake,exact,H,48.76097,-91.05688,3.0,43.61811148236657
183,TP,exact,P,30.21667,51.63333,25.0,34.00308683944571
184,M2 seamount,Sea Mount,P,53.44278,-6.14,3.0,24.6617752918492
185,South Africa,exact,A,-29.0,24.0,19.0,73.7843224078488
186,Pearl,exact,P,39.45977,-90.62596,3.0,11.699565715657737
187,Kuwait City,exact,P,29.36972,47.97833,25.0,48.53443291032426
188,Beaulieu estuary,Beaulieu,P,43.72861,4.02194,22.0,46.12343516815625
189,Anglesey,exact,T,53.28333,-4.33333,3.0,26.506554810006094
190,Tutuila,exact,L,-18.95,-169.9,12.0,65.40773401657692
191,Laguna Estuarine System,Laguna,P,-28.4825,-48.78083,7.0,27.513875836294908
192,Palabuhanratu,exact,P,-6.9875,106.55139,11.0,54.50375019035369
193,Elk Lake,exact,H,43.97424,-121.80248,9.0,58.063088889807126
194,Mula River,exact,H,28.41003,67.51537,15.0,10.116420484128064
195,Rostov,exact,P,57.1914,39.41394,3.0,34.70104061412485
196,Yogyakarta,exact,P,-7.80139,110.36472,11.0,36.679529914293774
197,Yangtze River’s,exact,H,31.76986,121.04664,9.0,52.36974201149076
198,Eurasian Arctic seas,Arctic,L,75.58494,-43.94531,21.0,15.557355663974803
199,Lake Beratan,Lake County,A,-44.83333,168.5,13.0,37.06460489843053
200,Biawak Island Conservation Area,Biawak,P,1.55,110.38333,11.0,14.11003914945251
201,Netravathi River,exact,H,12.8375,74.83907,15.0,52.549986402528766
202,Sonoran Desert,exact,T,32.91671,-112.66738,9.0,48.910933145317514
203,Magelang,exact,P,-7.47056,110.21778,11.0,31.285746633825003
204,Ravi river,exact,H,30.62123,71.82683,15.0,34.073541518802145
205,River Yamuna,exact,H,8.74704,5.80023,5.0,42.94199887955555
206,Bandon Bay,exact,H,-38.06042,147.46292,19.0,48.98610528902009
207,Geoje Bay,Geoje-si,A,34.9,128.66666,9.0,47.01506200130774
208,Xiangjiang River,Xiangjiang,A,26.8761,112.614,9.0,43.326884327121014
209,High Arctic Lake,High,P,36.4709,-93.5364,3.0,4.589134772753985
210,Luoma Lake,exact,H,34.05611,118.20833,9.0,56.16432642007718
211,Indonesian Throughflow Water,Indonesia,A,-5.0,120.0,11.0,78.46180953138773
212,North Pacific Garbage Patch,Grande Região Norte,L,-4.0,-60.0,5.0,78.51852969413663
213,Baja California Peninsula,Baja,P,46.18299,18.95307,22.0,49.51931238966456
214,CT,exact,A,-27.0,-67.0,7.0,74.39142990977938
215,Shandong Province,exact,A,36.33333,118.25,9.0,29.04983162462244
216,Kingdom Denmark,Kingdom,P,41.89364,-89.39371,3.0,44.65151660696938
217,Shanghai,exact,P,31.22222,121.45806,9.0,31.143369706336003
218,Cotijuba Island,exact,T,-1.43333,-52.1,5.0,45.077174013984205
219,Phuket Province,exact,A,7.97152,98.35098,17.0,54.94150054807093
220,Laem Charoen,Doi Luang Chiang Dao,T,19.38833,98.89047,15.0,42.78351940164231
221,Chagos Archipelago,exact,T,-6.05589,72.04834,16.0,70.21940146629069
222,Siberian Rivers,Siberia,L,55.01565,82.96276,3.0,61.32274566738473
223,Natura,exact,P,30.80352,31.63878,26.0,36.26698361301645
224,Santa Maria,exact,P,34.95303,-120.43572,9.0,50.716005409307186
225,India,exact,A,22.0,79.0,15.0,75.75582882509153
226,P. canius,Mohami,P,27.89966,83.93259,15.0,61.552780585785406
227,Han Nakdong Rivers,Hån,H,61.86667,14.08333,21.0,46.31756611952573
228,Mus Jetty,Muş,P,38.73163,41.48482,15.0,25.7898256584275
229,Koh Wang Nai,exact,T,9.3122,99.89163,17.0,47.76804670239199
230,Gusinaya bank,exact,U,71.5,46.5,21.0,0.0
231,Algeria,exact,A,28.0,3.0,3.0,74.092004911837
232,Ahipara,exact,T,-35.176,173.147,13.0,48.19976497994411
233,Libong beach,exact,T,44.77117,-75.37022,3.0,31.85334874946317
234,Eastern Arabian Sea,Eastern,A,19.31667,-81.13333,2.0,43.52406827164897
235,North Pacific High,exact,S,57.05157,-135.32393,9.0,50.973970040364144
236,Cangnan,exact,P,31.64394,118.01087,9.0,49.02455242801819
237,Jasirah Leihitu,Ja‘īrah,P,14.88333,43.83333,26.0,55.69784605749131
238,Panambur Beach,Parambur,P,11.03834,76.2286,15.0,59.25496198023288
239,Hobart,exact,A,-42.89387,147.27886,19.0,47.3784645174346
240,North-East,exact,L,55.29703,-1.7289,3.0,26.80065306173513
241,Acará,exact,A,-2.10359,-48.47992,5.0,44.13520398706609
242,Nantong city,exact,A,23.9218,120.67881,9.0,50.3109993028148
243,North Korean Cold Current,Grande Região Norte,L,-4.0,-60.0,5.0,78.51852969413663
244,Ionian,exact,S,37.25247,21.6695,22.0,31.335279236421005
245,Narva,exact,P,59.37722,28.19028,24.0,22.204192919613625
246,Duc Hue,exact,P,10.93333,106.21667,9.0,57.27073723754686
247,South Georgia,exact,T,-54.25,-36.75,20.0,32.17066672291435
248,Durban Bay,exact,L,-29.87366,31.02323,19.0,62.027949177325084
249,Kashmir Valley,exact,T,34.16667,74.75,15.0,43.5973619316429
250,İzmir Bay,Izmir,P,38.41273,27.13838,22.0,32.94932017922091
251,Bizerte city,Bizerte,P,37.27442,9.87391,22.0,41.47861846899653
252,River Citarum,River,P,51.14217,1.2745,3.0,42.763445378333635
253,Vaal River,exact,H,-29.07102,23.63617,19.0,49.49475888207265
254,Koh Wang Nok,exact,T,9.31359,99.91453,17.0,49.97507438538632
255,Narragansett Bay,exact,H,41.57025,-71.33423,3.0,15.85557066496849
256,Bohai sea,exact,H,38.87393,119.80591,9.0,49.333626930927856
257,Vesteris Seamount,exact,U,73.5,-9.33333,21.0,5.263614467451166
258,Ekman,exact,P,26.9021,79.62747,15.0,46.46993989695656
259,Mergui Archipelago,exact,T,11.7367,98.27586,15.0,35.89856134016086
260,Dong’ao Island,Dong’ao,P,24.52034,121.83186,9.0,33.65197984803473
261,Ha Pak Nai,exact,P,22.4279,113.94515,9.0,46.439724378806524
262,Gulf Riga,Gulf Province,A,-7.7246,145.08545,11.0,52.06974232846808
263,Sumani,exact,P,43.29306,19.32583,22.0,26.972552321483498
264,Köprü Streams,Vezirköprü,P,41.14361,35.45472,23.0,39.80874946149794
265,Cuervitos,exact,P,22.61806,-104.2525,9.0,28.605190808794188
266,Saudi Arabian Red Sea,Saudi,P,28.06703,83.33765,15.0,50.70081185545201
267,Urmia Lake,Urmia,P,37.55274,45.07605,15.0,37.843445387063916
268,Dullah Island,exact,T,49.21922,-125.94357,9.0,44.796551476939925
269,North Channel,exact,H,17.11585,-61.71195,2.0,48.279306816504196
270,East Lake,exact,P,28.11085,-82.69482,3.0,47.288395877153235
271,Subtropical Convergence Zone,Convergencia,P,17.64762,-101.56155,9.0,17.663795369438432
272,Buru-un,exact,A,8.19743,124.17484,11.0,49.108437977490134
273,Gansu Province,Gansu,A,37.75,102.75,9.0,35.46161451764317
274,Pengudang Village,exact,A,24.17996,120.65135,9.0,38.749670772481316
275,Shilaoren Beach,Shilaoren Shequ,P,36.09798,120.49088,9.0,44.71005508872146
276,Barents Sea,exact,H,74.0,36.0,21.0,57.608775352547795
277,Antuã River,exact,H,0.97278,-61.35389,5.0,60.832768838478096
278,Southwest New Brunswick Bay Fundy,South West,L,50.81119,-3.63343,3.0,35.858411542838994
279,Southeast Queensland,Southeast,L,10.75053,106.7505,9.0,39.05808720184786
280,Luwu Timur Regency,Lüwu,P,24.9475,121.06472,9.0,66.39931006000243
281,Solomon Islands,exact,T,-8.0,159.0,10.0,78.22077301701354
282,Coconut Creek,exact,P,26.25175,-80.17894,3.0,42.24866003052966
283,Northern Baltic Proper,Northern,L,-20.04022,145.93238,13.0,68.17525853743878
284,Jianhu Lake,Jianhu,P,25.45734,116.60994,9.0,12.012144493104744
285,Bristol,exact,P,51.45523,-2.59665,3.0,8.341739319729998
286,Garonne river,exact,H,-21.23093,30.59242,19.0,31.412602118381795
287,Cape Province,exact,T,56.9811,-156.55012,9.0,53.58311840167636
288,Cananéia,exact,A,-24.98104,-48.00093,7.0,73.49331388653097
289,Beyt Dwarka,exact,T,22.4555,69.10068,15.0,41.32631398466786
290,East Sabah,East,A,28.66242,77.29122,15.0,27.23550487507965
291,Patong Beach,exact,T,7.89022,98.29288,17.0,49.02687742325097
292,Süreyyabey Dam Lake,Dam,L,29.82361,61.43722,15.0,36.491506917172465
293,Old Harbor,exact,P,17.94144,-77.10898,2.0,64.22407119788826
294,Ganjiang River,exact,H,19.92752,93.5352,15.0,47.68063845610982
295,Mohammadabad River,Moḩammadābād,P,34.8316,51.1431,25.0,49.24394067397399
296,Marunda,exact,L,-2.00438,35.89104,17.0,70.17751007066498
297,Tortuga Bay,exact,S,18.51737,-68.36951,3.0,13.894214993712946
298,Seine Bay,exact,H,18.30079,-65.30377,3.0,30.320572562167833
299,China Sea,exact,H,15.0,115.0,8.0,77.25460981329987
300,Alboran Island,exact,T,35.93989,-3.03431,22.0,64.49776243749675
301,Sado estuary,exact,H,38.45413,-8.78494,3.0,25.322933550163444
302,Ganges river,exact,H,23.83347,89.75,15.0,44.97983421051764
303,GBE,exact,S,-24.55523,25.91821,19.0,42.74987428666201
304,Curonian Spit National Park,Cudonian,P,11.31667,123.03333,9.0,54.79889674679126
305,Lake Baikal,exact,H,54.0,109.0,9.0,64.39068499205007
306,Southwest Sumatera,South West,L,50.81119,-3.63343,3.0,35.858411542838994
307,South China Sea Region,South,L,33.45876,-90.15081,3.0,32.7089856377989
308,Tibetan Plateau,exact,T,33.0,92.0,15.0,72.47664160972376
309,Kadalundi-Vallikunnu Community Reserve,Reserve,P,48.60558,-104.45968,9.0,12.109244139235471
310,Hainan,exact,T,19.2,109.7,9.0,39.408914698087145
311,Malacca Straits,exact,H,5.02186,99.16466,17.0,64.8491136718264
312,Carlow,exact,L,45.23342,-77.6662,3.0,32.36120533317203
313,Saronicos Gulf,exact,H,37.80286,23.61709,22.0,35.21884850349399
314,Khor-e- Khoran,exact,H,26.74971,55.61312,25.0,29.956926356060983
315,South America,exact,L,-14.60485,-57.65625,7.0,20.46295055207287
316,Milwaukee River,exact,H,43.02557,-87.90286,3.0,62.025221241140876
317,Bird Island,exact,T,35.29879,-75.66211,3.0,26.766989471632648
318,Chao Lao Beach,Chao,P,41.62125,42.29448,23.0,21.775526758315564
319,Wellington,exact,P,-41.28664,174.77557,13.0,33.03431056660437
320,València,exact,P,10.16202,-68.00765,3.0,65.67490207282734
321,Shikoku,exact,T,33.75,133.5,9.0,27.798731661139367
322,Colombia,exact,A,4.0,-73.25,11.0,62.125665729478925
323,SE Atlantic Ocean,Sé,A,22.19389,113.55103,9.0,34.44009262726786
324,Hermes Atoll,Hermes,P,49.36032,2.24461,3.0,24.131945065687336
325,Gull Lake,exact,H,48.93324,-55.3649,3.0,49.18312323261461
326,Middle Eastern,Middle,P,4.5272,-8.00455,5.0,55.00388567957267
327,Mingora city,Mingora,P,34.7795,72.36265,15.0,33.5230132032468
328,Banderas Bay,exact,T,34.55128,-78.41278,3.0,9.816209812784285
329,Ascension Island’s,exact,T,64.37293,-81.6868,3.0,16.732576262619997
330,Magnitogorsk,exact,P,53.41861,59.04722,3.0,31.312505077275535
331,Kerala,exact,A,10.41667,76.5,15.0,9.26587323729116
332,San Carlos,exact,P,-34.79123,-54.91824,7.0,50.12471127900656
333,Brahmaputra River,exact,H,23.57889,90.54831,15.0,10.060054463561546
334,Tarim Basin,exact,T,41.0,84.0,3.0,69.55795219971532
335,Pandeglang,exact,P,-6.3084,106.1067,11.0,48.40119510036031
336,East China,exact,P,22.08232,90.2849,15.0,51.44701497916225
337,Grebena Islands,exact,T,44.31844,14.71069,22.0,26.223329387848494
338,Spiekeroog,exact,A,53.7705,7.69593,3.0,32.734755095765024
339,Buriganga river,exact,H,23.63035,90.45405,15.0,15.232102140096128
340,Brownsville,exact,P,25.90175,-97.49748,3.0,44.67327530763884
341,NE Atlantic,Ne,P,44.35559,9.38787,22.0,18.361094103086913
342,SWTH,exact,L,36.98043,49.20546,15.0,59.52023422580905
343,Kent,exact,L,51.23667,0.72393,3.0,61.31747060154407
344,Huatulco Bay,Huatulco,P,15.83267,-96.32063,9.0,41.679080509188516
345,Hashilan,exact,P,34.56602,46.88502,25.0,36.024624225087514
346,Crater Lake,exact,H,38.57258,-111.6588,9.0,15.997138536398316
347,Rogue Rivers,exact,P,42.43595,-123.172,9.0,27.83040224651479
348,Guanhai park,Guansai,H,28.96096,119.28086,9.0,55.53180729836929
349,Hungary,exact,A,47.0,20.0,3.0,67.19605387128198
350,Ethiopia,exact,A,9.0,39.5,17.0,55.59746332227927
351,Fog Bay,exact,H,-12.8325,130.2827,19.0,43.84875582302763
352,Central Atlantic,Central,L,55.75383,37.6224,3.0,29.251884154669053
353,Ghazanchi,exact,P,40.0652,46.74796,10.0,22.321377324576048
354,Vipacco river,exact,H,20.93054,-97.75558,3.0,54.758551139949994
355,Lagos Region,Lagos,P,6.45407,3.39467,5.0,12.708756700246086
356,Nanhu Lake,exact,H,65.58333,-95.98333,3.0,24.10369467324711
357,Iquitos,exact,P,-3.74912,-73.25383,11.0,38.90522135723416
358,Rayong,exact,P,12.68095,101.25798,9.0,33.08555578365849
359,Pearl River Delta Economic Circle,Pearl,P,39.45977,-90.62596,3.0,11.699565715657737
360,Imbassaí Beach,Imbassai,P,-12.3499,-37.89425,7.0,45.95019403366435
361,Thames,exact,A,-37.13333,175.55,13.0,41.01090164632889
362,Persian,exact,P,-6.5267,110.6925,11.0,21.473096398855034
363,China-Indo Peninsula,Península,L,-25.65592,-54.59846,7.0,19.95271863799532
364,Stockholm,exact,P,59.32938,18.06871,24.0,30.90912234612143
365,Bandar Gelkan,Bandar,P,2.05,99.75,17.0,57.230419530900214
366,Tanjungpinang,exact,P,0.91667,104.45833,11.0,65.02854719512163
367,South Shore,exact,L,42.07093,-70.80692,3.0,53.97896985655966
368,Estero de Urias lagoon,Estero,P,26.43814,-81.80675,3.0,31.298755707855037
369,Cuiabá,exact,P,-15.59611,-56.09667,7.0,44.50910857909107
370,Bahrain,exact,A,26.03333,50.55,25.0,52.13029308739507
371,Bintan Regency,Pulau Bintan,T,1.1,104.525,11.0,44.5647120452686
372,Tampa,exact,P,27.94752,-82.45843,3.0,49.92989192783487
373,Buenavista,exact,P,19.60833,-99.16944,1.0,36.67149468919044
374,Mukwei Lagoon,Muk’ei,T,40.73328,44.7973,3.0,36.09103025340077
375,HRM,exact,L,41.01091,29.00906,23.0,68.13119838631403
376,Mausund,exact,P,63.86762,8.6637,21.0,41.66635020876371
377,Straits Sicily,Straits,P,28.0566,-82.2973,3.0,53.14940339164898
378,Car Nicobar Island,exact,T,9.16667,92.78333,16.0,48.3759459829158
379,Tonle Sap Lake,Tonle,T,10.5512,42.81675,26.0,35.09322223792053
380,Manta,exact,P,-0.96212,-80.71271,11.0,64.31444016674354
381,Van Bay,exact,P,22.05,104.13333,9.0,62.667838303493404
382,Britain,exact,T,54.0,-2.0,3.0,64.39068499205027
383,Panjang Island,exact,T,-5.93093,106.15193,11.0,61.4749306216595
384,New York,exact,P,40.71427,-74.00597,3.0,48.03090768385337
385,Middle Andaman Island,exact,T,12.5,92.83333,14.0,36.186023377209935
386,Atacama Trench,exact,U,-20.0,-73.0,12.0,76.2353432132595
387,Dhand Nano Dogar,Dhand,H,35.24375,72.66894,15.0,32.35000684059559
388,Nakdong River Estuary,Nakdong,P,36.27285,127.40408,9.0,26.677481990353066
389,Scotland,exact,A,56.0,-4.0,3.0,63.601209186788175
390,Antarctic fur seals,Antarctica,L,-78.15856,16.40626,20.0,38.02488817819223
391,Port Said,exact,P,31.26531,32.3019,22.0,32.16605352149986
392,Pasir Panjang,exact,L,1.25694,103.77444,11.0,40.75741952075581
393,Clyde Sea Area,Clyde,A,54.14875,-113.63384,9.0,40.0099370924389
394,GBR,exact,S,42.18369,-73.40713,3.0,35.99075157347729
395,Karimun Besar Island,Karipun,L,2.43333,35.48333,17.0,7.641173484118413
396,Buenaventura,exact,P,3.8801,-77.03116,11.0,67.02902328423514
397,North West Pacific,Grande Região Norte,L,-4.0,-60.0,5.0,78.51852969413663
398,“Pacific Garbage Patch,Garbamé,P,17.00718,-1.21793,3.0,62.45107980816061
399,Lake Onego,exact,H,61.69059,35.65562,3.0,22.7351115937568
400,North Adriatic,Grande Região Norte,L,-4.0,-60.0,5.0,78.51852969413663
401,Nice,exact,L,43.75,7.25,22.0,34.31748156052093
402,Losari Beach,Losari,P,-7.20778,110.30694,11.0,38.84730707489309
403,Dumai City,exact,P,33.25902,-92.75516,3.0,35.767798781725816
404,Hiroshima Bay,exact,H,34.08333,132.33333,9.0,48.796057108751285
405,Mondego,exact,P,43.36667,-8.28333,3.0,22.9322658510819
406,Bega estuary,Bega,P,-36.67392,149.84178,19.0,36.12750116430412
407,Koh Khramyai Beach,Koh,L,29.936,69.20325,15.0,56.31724246827697
408,Sodwana,exact,P,-9.7103,119.3417,10.0,29.12103117224985
409,Atlantico Department,exact,A,15.66667,-87.0,3.0,56.669800668431954
410,Halic,exact,P,48.35387,19.57631,3.0,17.1968315957977
411,Gulf Lions,Gulf Province,A,-7.7246,145.08545,11.0,52.06974232846808
412,Bayesian Poisson,Poisson,L,19.78949,-72.93606,3.0,55.87047575222928
413,Saudi Arabia,exact,A,25.0,45.0,26.0,74.96446417984129
414,Upper Lake Constance,Upper,P,42.89472,-79.76511,3.0,48.9468043979441
415,Baihe Tang village,Baihe,P,35.56472,103.34611,9.0,15.674999343281469
416,Saiful Muluk Lake,Sefal,L,28.22527,68.94331,15.0,53.054025422918976
417,Whatman,exact,P,39.91678,-75.15546,11.0,30.789338233651982
418,St. Johns River,exact,H,30.40053,-81.40045,3.0,14.608143889591734
419,Calahonda,exact,P,36.70243,-3.41437,22.0,23.771710462975236
420,Cocos (Keeling) Islands,exact,T,-12.0,96.83333,18.0,66.35515254574757
421,Nazaré Canyon,exact,U,39.6,-9.33333,2.0,18.106637699447568
422,Rwanda,exact,A,-2.0,30.0,17.0,78.59625797464898
423,Bendera Estuary,Tighina,P,46.83156,29.47769,23.0,36.90707460568661
424,Palawan,exact,A,10.0,118.75,8.0,61.962676328313236
425,Snake,exact,H,-6.96667,146.63333,11.0,53.939659947426335
426,Y. Lagün,Y,P,49.80281,2.99099,3.0,48.81736757187982
427,Liuqinghewan Beach,Liuqinghe Wan,H,36.11957,120.6103,9.0,43.441091232194175
428,Kathmandu,exact,P,27.70169,85.3206,15.0,28.55667135239762
429,Tyumen,exact,P,57.15222,65.52722,3.0,38.705876345073186
430,St. George,exact,P,37.10415,-113.58412,9.0,44.640930496012274
431,Meghna,exact,A,23.62365,90.69166,15.0,23.888327584668644
432,Islands,exact,A,65.0,-18.0,3.0,60.27283649520759
433,Sumatra Islands,exact,T,44.96681,-79.38293,3.0,52.72420758586021
434,Peruvian Amazon,Peru,A,-10.0,-75.25,11.0,61.96267632831386
435,River Vistula,exact,P,27.8678,-82.3371,3.0,43.93048478225286
436,Saudi Arabian Gulf,Saudi,P,28.06703,83.33765,15.0,50.70081185545201
437,Kepingtage Formation,Formación,T,18.66667,-70.63333,3.0,23.25818176813697
438,Marine Protected Area Namuncurá,Marine,P,38.78644,-89.77759,3.0,39.94588690926117
439,Moloka'i,exact,T,21.13831,-157.01248,8.0,64.55809086034037
440,South North Setiu Wetland,South,L,33.45876,-90.15081,3.0,32.7089856377989
441,medaka,exact,P,18.04531,78.26078,15.0,56.5175610322675
442,Petite,exact,T,19.68333,-71.86667,3.0,43.48559695352813
443,Costal Azul,exact,P,18.37967,-65.71711,3.0,26.524115261653797
444,Panhandle,exact,L,37.77215,-122.44775,9.0,30.6094557663686
445,Matara,exact,P,5.94851,80.53528,17.0,50.0245583833032
446,New Orleans,exact,P,29.95465,-90.07507,3.0,65.1104288629123
447,Patong,exact,P,7.89607,98.29661,17.0,49.41566854012539
448,West Sulawesi Province,West,L,51.52604,-131.16073,8.0,23.65557562248955
449,Wales,exact,L,18.43109,-77.66742,2.0,19.248643437673792
450,Black Adriatic seas,Black,P,31.00935,-85.74438,3.0,59.29739805134689
451,Southeast Sulawesi,exact,A,-4.3935,122.2149,11.0,33.75194201455241
452,GBM,exact,P,3.32892,42.22091,17.0,36.35296003509426
453,Neka,exact,P,36.65079,53.29905,15.0,24.55880542922513
454,Azov Sea,Azov,P,47.10779,39.41648,23.0,44.0641001868255
455,Arno River,exact,H,14.1541,121.4832,9.0,38.50488871057408
456,Niihau,exact,T,21.90667,-160.14917,8.0,57.95269279602875
457,Qinhuai River,exact,H,30.12891,115.296,9.0,45.674070670642806
458,Tapi-Phumduang River,River,P,51.14217,1.2745,3.0,42.763445378333635
459,Bosnia,exact,L,44.0,18.0,22.0,68.38882046598661
460,Sunset Bay,exact,P,42.56311,-79.13337,3.0,30.85040887612136
461,Sambian Peninsula,exact,T,11.55,122.65,9.0,17.26275277242184
462,BOB,exact,L,33.90968,73.26161,15.0,50.611097261924
463,Cilician Basin,exact,T,36.83333,35.5,22.0,37.06460489843053
464,Neva River,exact,H,37.375,21.68278,22.0,21.29834464505411
465,Brahmaputra,exact,P,19.31151,84.7929,15.0,37.18768553172501
466,Changsha,exact,P,28.19874,112.97087,9.0,56.968517291886094
467,Raba,exact,P,-8.4297,120.2007,10.0,33.83350795648444
468,Gironde Estuary,Gironde,A,44.69306,-0.414,3.0,88.62619402189095
469,Bahia Blanca Estuary,Bahia,A,-12.0,-42.0,7.0,77.73657611017677
470,Pelagos Sanctuary,Pélagos,P,37.52508,22.41987,22.0,7.597935418821593
471,Kerkennah,exact,A,34.70965,11.18318,22.0,37.20535580115123
472,Pacific Gyre Garbage Patch,Pacific,L,54.76638,-128.25349,9.0,33.60152331185633
473,NJ,exact,P,36.17155,52.00378,15.0,57.528235719631276
474,Laizhou,exact,P,37.18073,119.94217,9.0,52.80489759892079
475,Bohai Sea China,Bohai,P,28.03548,119.79378,9.0,59.12466439047356
476,Daishan,exact,P,25.64848,116.74821,9.0,29.872739457737566
477,Tiber,exact,P,48.50888,-111.08081,9.0,30.89895080694979
478,New Jersey,exact,P,10.23333,-61.63333,3.0,33.04456402009518
479,Torre Flavia wetland,Torre,A,41.7213,-8.71527,3.0,30.427428691388798
480,Southampton Water,exact,H,50.86667,-1.33333,3.0,42.42908900861792
481,Khark Island,exact,T,29.24583,50.31583,25.0,33.42525399799497
